date,open,high,low,close,volume,adj_close
2025-01-14 05:00:00,584.36,585.0,578.35,582.19,48420580.0,581.8863
2025-01-15 05:00:00,590.325,593.94,589.195,592.78,56900159.0,591.4167
2025-01-16 05:00:00,594.175,594.35,590.93,591.64,43319662.0,592.4632
2025-01-17 05:00:00,596.96,599.36,595.61,597.58,58070628.0,597.5292
2025-01-21 05:00:00,600.67,603.06,598.67,603.05,42532853.0,601.4482
2025-01-22 05:00:00,605.92,607.82,605.36,606.44,48195973.0,606.4754
2025-01-23 05:00:00,605.8,609.75,605.52,609.75,41152102.0,608.024
2025-01-24 05:00:00,609.81,610.78,606.8,607.97,34604693.0,608.5094
2025-01-27 05:00:00,594.81,599.69,594.64,599.37,70361125.0,598.6762
2025-01-28 05:00:00,600.62,605.37,597.25,604.52,44433322.0,602.7245
2025-01-29 05:00:00,603.72,604.13,599.22,601.81,37177429.0,602.0794
2025-01-30 05:00:00,603.96,606.6,600.715,605.04,39281255.0,604.0562
2025-01-31 05:00:00,607.5,609.96,601.05,601.82,66671471.0,604.5232
2025-02-03 05:00:00,592.67,600.29,590.49,597.77,65857248.0,596.8126
2025-02-04 05:00:00,597.83,602.3,597.28,601.78,33457815.0,600.608
2025-02-05 05:00:00,600.64,604.37,598.58,604.22,30653149.0,602.3664
2025-02-06 05:00:00,605.99,606.4525,602.63,606.32,35771503.0,605.3225
2025-02-07 05:00:00,606.89,608.13,600.05,600.77,50788516.0,602.8969
2025-02-10 05:00:00,604.03,605.4999,602.74,604.85,26048714.0,604.2397
2025-02-11 05:00:00,602.55,605.86,602.43,605.31,30056740.0,604.5604
2025-02-12 05:00:00,599.2,604.55,598.51,603.36,45076076.0,601.9544
2025-02-13 05:00:00,604.48,609.94,603.2,609.73,40921297.0,607.458
2025-02-14 05:00:00,609.94,610.99,609.07,609.7,26910448.0,610.0263
2025-02-18 05:00:00,610.88,611.49,608.38,611.49,26749030.0,610.1853
2025-02-19 05:00:00,610.08,613.23,609.56,612.93,31011072.0,611.643
2025-02-20 05:00:00,611.54,611.684,607.02,610.38,36554002.0,609.4303
2025-02-21 05:00:00,610.16,610.3,599.47,599.94,76519818.0,603.6783
2025-02-24 05:00:00,602.02,603.03,596.49,597.21,50737213.0,599.0337
2025-02-25 05:00:00,597.15,597.89,589.56,594.24,58266472.0,594.098
2025-02-26 05:00:00,595.93,599.58,591.8556,594.54,43321578.0,595.5992
2025-02-27 05:00:00,596.85,598.02,584.65,585.05,74196664.0,590.3892
2025-02-28 05:00:00,585.56,594.72,582.44,594.18,88744106.0,588.2878
2025-03-03 05:00:00,596.18,597.34,579.9,583.77,74249199.0,587.977
2025-03-04 05:00:00,579.71,585.39,572.25,576.86,109648212.0,578.3231
2025-03-05 05:00:00,576.69,584.88,573.0795,583.06,71230528.0,579.8465
2025-03-06 05:00:00,575.48,580.1736,570.12,572.71,80094868.0,574.5268
2025-03-07 05:00:00,570.9,577.39,565.63,575.92,81158816.0,572.548
2025-03-10 04:00:00,567.59,569.54,555.59,560.58,99326624.0,563.4826
2025-03-11 04:00:00,559.4,564.02,552.02,555.92,88102109.0,557.6351
2025-03-12 04:00:00,562.17,563.11,553.69,558.87,69588167.0,559.4644
2025-03-13 04:00:00,558.49,559.105,549.68,551.42,74079414.0,553.5336
2025-03-14 04:00:00,556.11,563.83,551.4917,562.81,62660321.0,559.6853
2025-03-17 04:00:00,562.79,569.71,562.35,567.15,49008709.0,566.1538
2025-03-18 04:00:00,564.8,565.02,559.06,561.02,66041422.0,561.5116
2025-03-19 04:00:00,562.83,570.95,561.63,567.13,66555985.0,566.0091
2025-03-20 04:00:00,563.33,570.57,562.6012,565.49,62958195.0,566.3677
2025-03-21 04:00:00,559.28,564.89,558.03,563.98,83762964.0,562.124
2025-03-24 04:00:00,570.8,575.15,570.2,574.08,58766795.0,573.0182
2025-03-25 04:00:00,575.3,576.41,573.69,575.46,38355735.0,574.9591
2025-03-26 04:00:00,575.19,576.33,567.19,568.59,52228898.0,570.5743
2025-03-27 04:00:00,567.18,570.9,564.94,567.08,42164248.0,568.1559
2025-03-28 04:00:00,565.53,566.2675,555.07,555.66,71662653.0,558.2616
2025-03-31 04:00:00,549.83,560.7112,546.87,559.39,95328213.0,555.9019
2025-04-01 04:00:00,557.45,562.94,553.68,560.97,54609641.0,559.1039
2025-04-02 04:00:00,555.05,567.42,554.81,564.52,76014544.0,560.9114
2025-04-03 04:00:00,545.11,547.97,536.7,536.7,125985998.0,543.253
2025-04-04 04:00:00,523.67,525.87,505.06,505.28,217965131.0,514.9707
2025-04-07 04:00:00,489.19,523.17,481.8,504.38,256611355.0,501.175
2025-04-08 04:00:00,521.86,524.98,489.16,496.48,165816581.0,507.1006
2025-04-09 04:00:00,493.44,548.62,493.05,548.62,241867317.0,521.8208
2025-04-10 04:00:00,532.17,533.495,509.32,524.58,162331225.0,524.4525
2025-04-11 04:00:00,523.01,536.43,520.07,533.94,97866334.0,529.4274
2025-04-14 04:00:00,544.05,544.28,533.86,539.12,68033993.0,539.5603
2025-04-15 04:00:00,539.675,543.23,536.81,537.61,56892874.0,539.2414
2025-04-16 04:00:00,531.68,537.8854,520.29,525.66,83484814.0,527.9444
2025-04-17 04:00:00,527.64,531.165,523.91,526.41,79868083.0,527.5729
2025-04-21 04:00:00,521.16,521.7,508.46,513.88,69368129.0,513.9928
2025-04-22 04:00:00,520.14,529.305,519.1925,527.25,75948117.0,525.0503
2025-04-23 04:00:00,540.43,545.43,533.88,535.42,90590658.0,538.5305
2025-04-24 04:00:00,536.715,547.43,535.4504,546.69,64150418.0,543.4085
2025-04-25 04:00:00,546.65,551.05,543.69,550.64,61119590.0,548.3488
2025-04-28 04:00:00,551.39,553.55,545.02,550.85,47613755.0,549.7272
2025-04-29 04:00:00,548.91,555.45,548.55,554.32,47775121.0,552.8584
2025-04-30 04:00:00,547.57,556.52,541.52,554.54,93101463.0,551.0277
2025-05-01 04:00:00,560.37,564.0699,557.86,558.47,63186146.0,560.0677
2025-05-02 04:00:00,564.73,568.38,562.38,566.76,60717270.0,565.9279
2025-05-05 04:00:00,562.57,566.65,561.7,563.51,38659222.0,564.3939
2025-05-06 04:00:00,557.93,563.3476,556.96,558.8,48264708.0,560.063
2025-05-07 04:00:00,560.15,563.82,556.04,561.15,55733229.0,560.1667
2025-05-08 04:00:00,565.24,570.31,561.7,565.06,65130787.0,566.2262
2025-05-09 04:00:00,566.48,567.5,562.7637,564.34,37603427.0,564.8133
2025-05-12 04:00:00,581.47,583.0,577.04,582.99,78993570.0,579.7482
2025-05-13 04:00:00,583.41,589.08,582.84,586.84,67947225.0,586.9132
2025-05-14 04:00:00,587.81,588.98,585.535,587.59,66283531.0,587.3875
2025-05-15 04:00:00,585.56,590.97,585.0969,590.46,71268145.0,588.6247
2025-05-16 04:00:00,591.25,594.5,589.28,594.2,76052101.0,592.4173
2025-05-19 04:00:00,588.1,595.54,588.1,594.85,68168509.0,593.1807
2025-05-20 04:00:00,593.09,594.05,589.6,592.85,60614492.0,592.5641
2025-05-21 04:00:00,588.44,592.58,581.82,582.86,95197657.0,587.028
2025-05-22 04:00:00,582.66,586.62,581.405,583.09,70860417.0,583.9339
2025-05-23 04:00:00,575.98,581.8101,575.6,579.11,76029046.0,578.8343
2025-05-27 04:00:00,586.07,591.31,578.43,591.15,72588475.0,588.5785
2025-05-28 04:00:00,591.56,592.7688,586.985,587.73,68445512.0,589.7912
2025-05-29 04:00:00,593.06,593.2,586.07,590.05,70073758.0,589.7108
2025-05-30 04:00:00,588.93,591.1299,583.235,589.39,90601242.0,588.238
2025-06-02 04:00:00,587.76,592.79,585.06,592.71,61630502.0,589.9925
2025-06-03 04:00:00,592.34,597.08,591.85,596.09,63606204.0,595.0725
2025-06-04 04:00:00,596.96,597.95,595.49,595.93,57314199.0,596.8589
2025-06-05 04:00:00,597.63,599.0,591.05,593.05,92436397.0,595.1416
2025-06-06 04:00:00,598.66,600.83,596.86,599.14,66588743.0,599.078
2025-06-09 04:00:00,599.72,601.25,598.49,599.68,53016418.0,599.9965
2025-06-10 04:00:00,600.22,603.47,599.09,603.08,66246973.0,601.7272
2025-06-11 04:00:00,604.19,605.06,599.27,601.36,73658225.0,602.4555
2025-06-12 04:00:00,600.01,603.75,599.52,603.75,64129003.0,602.495
2025-06-13 04:00:00,598.5,601.85,595.48,597.0,89505996.0,598.3869
2025-06-16 04:00:00,600.4,604.45,600.22,602.68,79984125.0,602.39
2025-06-17 04:00:00,600.21,601.75,596.76,597.53,82209365.0,599.0958
2025-06-18 04:00:00,598.44,601.22,596.47,597.44,76605029.0,598.6557
2025-06-20 04:00:00,598.38,599.46,592.86,594.28,94051374.0,595.4982
2025-06-23 04:00:00,595.04,600.54,591.89,600.15,87426039.0,597.1593
2025-06-24 04:00:00,604.33,607.8499,603.41,606.78,67735293.0,605.9159
2025-06-25 04:00:00,607.91,608.61,605.54,607.12,62114767.0,607.1031
2025-06-26 04:00:00,608.99,612.31,608.37,611.87,78548361.0,610.4559
2025-06-27 04:00:00,612.88,616.39,610.83,614.91,86258398.0,613.9506
2025-06-30 04:00:00,617.38,619.22,615.04,617.85,92502541.0,617.0305
2025-07-01 04:00:00,616.36,618.83,615.52,617.65,70030140.0,617.4604
2025-07-02 04:00:00,617.24,620.49,616.61,620.45,66510374.0,619.1415
2025-07-03 04:00:00,622.45,626.28,622.43,625.34,51065789.0,624.664
2025-07-07 04:00:00,623.36,624.03,617.87,620.68,74814505.0,620.9041
2025-07-08 04:00:00,621.35,622.11,619.52,620.34,59024585.0,620.6899
2025-07-09 04:00:00,622.77,624.72,620.9105,624.06,66113326.0,622.9322
2025-07-10 04:00:00,624.2,626.8701,623.01,625.82,57528960.0,625.3119
2025-07-11 04:00:00,622.74,624.86,621.53,623.62,63670226.0,623.8384
2025-07-14 04:00:00,623.16,625.1581,621.7999,624.81,51898518.0,623.957
2025-07-15 04:00:00,627.52,627.86,622.06,622.14,74317260.0,624.3339
2025-07-16 04:00:00,623.74,624.73,618.05,624.22,88987511.0,622.2168
2025-07-17 04:00:00,624.4,628.4048,624.18,628.04,68885683.0,626.8168
2025-07-18 04:00:00,629.3,629.47,626.46,627.58,65621645.0,627.7962
2025-07-21 04:00:00,628.77,631.54,628.34,628.77,63374984.0,629.9506
2025-07-22 04:00:00,629.1,629.73,626.19,628.86,60046288.0,628.3045
2025-07-23 04:00:00,631.55,634.21,629.73,634.21,70511036.0,631.9947
2025-07-24 04:00:00,634.6,636.15,633.99,634.42,71307134.0,634.9893
2025-07-25 04:00:00,635.09,637.5799,634.84,637.1,56865364.0,636.4027
2025-07-28 04:00:00,637.48,638.04,635.54,636.94,54917102.0,636.8501
2025-07-29 04:00:00,638.35,638.67,634.335,635.26,60556278.0,636.1089
2025-07-30 04:00:00,635.92,637.68,631.54,634.46,80418851.0,634.814
2025-07-31 04:00:00,639.455,639.85,630.765,632.08,103385246.0,635.1207
2025-08-01 04:00:00,626.3,626.34,619.29,621.72,140103572.0,622.4261
2025-08-04 04:00:00,625.67,631.215,625.58,631.17,73218015.0,629.1819
2025-08-05 04:00:00,631.79,632.6052,627.04,627.97,68051401.0,629.1136
2025-08-06 04:00:00,629.05,633.44,628.13,632.78,64357525.0,631.312
2025-08-07 04:00:00,636.24,636.98,629.11,632.25,74205791.0,632.3977
2025-08-08 04:00:00,634.06,637.645,633.74,637.18,64051626.0,636.1232
2025-08-11 04:00:00,637.46,638.95,634.66,635.92,58742300.0,636.8003
2025-08-12 04:00:00,638.29,642.85,636.79,642.69,64821798.0,640.6188
2025-08-13 04:00:00,644.91,646.19,642.68,644.89,60092790.0,644.218
2025-08-14 04:00:00,642.79,645.62,642.34,644.95,59327466.0,644.2844
2025-08-15 04:00:00,645.99,646.09,642.5153,643.44,68592507.0,644.1732
2025-08-18 04:00:00,642.86,644.0,642.18,643.3,43804914.0,643.1665
2025-08-19 04:00:00,643.12,644.105,638.48,639.81,69750731.0,640.7892
2025-08-20 04:00:00,639.4,639.66,632.95,638.11,88890298.0,636.7957
